Manager,Owner,Market,Submarket,Property Name,Address,City,State,ZIP,Units,Manage v. OWN and manage
Greystar,Greystar Management,Atlanta - Suburban,22 - Kennesaw,Avana Acworth,4710 Baker Grove Road NW,Acworth,GA,30101,240,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,22 - Kennesaw,Avana Kennesaw,3840 Jiles Road,Kennesaw,GA,30144,296,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,22 - Kennesaw,Avana Ridenour,1575 Ridenour Pkwy NW,Kennesaw,GA,30152,255,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,22 - Kennesaw,Avana TownPark,3725 George Busbee Pkwy NW,Kennesaw,GA,30144,300,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,22 - Kennesaw,"Blake, The",3453 Busbee Drive,Kennesaw,GA,30144,274,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,22 - Kennesaw,Overture Barrett,1490 Ernest Barrett Pkwy,Kennesaw,GA,30152,175,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,23 - Dallas - Hiram,Summerwell Cedarcrest,24 Creekwater Drive,Acworth,GA,30101,127,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,23 - Dallas - Hiram,Summerwell Legacy,10 Silvercharm Way,Dallas,GA,30132,128,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,24 - Canton - Woodstock,Summerwell Bells Ferry,1151 Hunter Trail,Acworth,GA,30102,153,OWN and Manage
Greystar,Greystar Management,Atlanta - Suburban,27 - Winder,Summerwell Mill Creek,2150 Spring Rush Drive,Buford,GA,30519,194,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,9 - West End/Fairlie Poplar/Underground,Ascent Peachtree,161 Peachtree Center Avenue NE,Atlanta,GA,30303,345,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,10 - Grant Park/East Atlanta/Panthersville,Elan Madison Yards,230 Bill Kennedy Way SE,Atlanta,GA,30316,495,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,22 - Midtown,Ascent Midtown,1400 West Peachtree Street NW,Atlanta,GA,30309,328,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,22 - Midtown,NOMIA,1382 Peachtree Street NE,Atlanta,GA,30309,281,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,23 - Lindbergh,Avana Cheshire Bridge,2124 Cheshire Bridge Road NE,Atlanta,GA,30324,318,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,23 - Lindbergh,Avana on Main,508 Main Street NE,Atlanta,GA,30324,363,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,23 - Lindbergh,Newbergh ATL,761 Morosgo Drive NE,Atlanta,GA,30324,258,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,23 - Lindbergh,Overture Buckhead South,658 Lindbergh Drive NE,Atlanta,GA,30324,190,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,24 - North Druid Hills,Bellamy Executive Park,50 Executive Park South,Atlanta,GA,30329,342,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,27 - Buckhead,Cyan on Peachtree,3380 Peachtree Road NE,Atlanta,GA,30326,329,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,29 - Buckhead Village,Kingsboro,3443 Kingsboro Road NE,Atlanta,GA,30326,152,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,29 - Buckhead Village,Phipps Place,3460 Kingsboro Road NE,Atlanta,GA,30326,266,OWN and Manage
Greystar,,Atlanta - Urban,30 - Lenox,Lenox,1035 Lenox Park Blvd NE,Atlanta,GA,30319,188,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,32 - Northlake,Avana City North,3421 Northlake Pkwy NE,Atlanta,GA,30345,357,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,34 - Marietta SE,Avana Cumberland,2383 Akers Mill Road,Atlanta,GA,30339,400,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,34 - Marietta SE,Avana Powers Ferry,1818 Wood Hollow Court,Marietta,GA,30067,312,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,36 - West Chamblee,Avana Dunwoody,10 Gentrys Walk,Chamblee,GA,30341,227,OWN and Manage
Greystar,,Atlanta - Urban,36 - West Chamblee,Marlowe Chamblee,Carver Drive & Parsons Drive,Atlanta,GA,30360,300,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,38 - Sandy Springs/Dunwoody,Overture Powers Ferry,1927 Powers Ferry Road SE,Atlanta,GA,30339,171,OWN and Manage
Greystar,Greystar Management,Atlanta - Urban,38 - Sandy Springs/Dunwoody,Peachtree Dunwoody Place,6355 Peachtree Dunwoody Road NE,Atlanta,GA,30328,216,OWN and Manage
Greystar,Greystar Management,Austin,3 - Cedar Park,Everleigh Lakeline,9821 North Lake Creek Pkwy,Austin,TX,78717,191,OWN and Manage
Greystar,Greystar Management,Austin,12 - Jollyville - south,Overture Arboretum,10600 Jollyville Road,Austin,TX,78759,184,OWN and Manage
Greystar,Greystar Management,Austin,13 - IBM area,Overture Domain,3100 Kramer Lane,Austin,TX,78758,189,OWN and Manage
Greystar,,Austin,20 - Hyde Park,North Lamar,7301 North Lamar Blvd,Austin,TX,78752,378,OWN and Manage
Greystar,,Austin,21 - St Johns Park,St. John,7211 North Interstate 35 Frontage Road,Austin,TX,78752,526,OWN and Manage
Greystar,Greystar Management,Austin,25 - University of Texas,Platform,2823 East Martin Luther King Jr Blvd,Austin,TX,78702,355,OWN and Manage
Greystar,Greystar Management,Austin,25 - University of Texas,Platform Phase II,2823 East Martin Luther King Jr Blvd,Austin,TX,78702,202,OWN and Manage
Greystar,Greystar Management,Austin,25 - University of Texas,Union on 24th,701 West 24th Street,Austin,TX,78705,552,OWN and Manage
Greystar,Greystar Management,Austin,25 - University of Texas,Union on San Antonio,2011 San Antonio Street,Austin,TX,78705,425,OWN and Manage
Greystar,Greystar Management,Austin,27 - Downtown - north,SEVEN,615 West 7th Street,Austin,TX,78701,220,OWN and Manage
Greystar,Greystar Management,Austin,27 - Downtown - north,"Waller, The",1104 Sabine Street,Austin,TX,78701,388,OWN and Manage
Greystar,Greystar Management,Austin,28 - Downtown - south,1155 Barton Springs,1155 Barton Springs Road,Austin,TX,78704,74,OWN and Manage
Greystar,Greystar Management,Austin,30 - Pleasant Hill - west,Avana SoCo,401 Little Texas Lane,Austin,TX,78745,528,OWN and Manage
Greystar,Greystar Management,Austin,31 - Oak Hill,Sonora,8350 West US Highway 290,Austin,TX,78736,341,OWN and Manage
Greystar,Greystar Management,Austin,32 - Sunset Valley,Big Valley,2115 Big Valley Drive,Manchaca,TX,78652,303,OWN and Manage
Greystar,Greystar Management,Austin,32 - Sunset Valley,Perch,7731 Menchaca Road,Austin,TX,78745,312,OWN and Manage
Greystar,Greystar Management,Austin,34 - Daffan,Laurel,2001 Ed Bluestein Blvd,Austin,TX,78721,300,OWN and Manage
Greystar,Greystar Management,Austin,34 - Daffan,"Prado, The",11701 Dionda Lane,Del Valle,TX,78617,396,OWN and Manage
Greystar,Greystar Management,Austin,38 - San Marcos/Kyle,"Local Downtown, The",210 North Edward Gary Street,San Marcos,TX,78666,96,OWN and Manage
Greystar,Greystar Management,Austin,38 - San Marcos/Kyle,Uptown Square,1354 Thorpe Lane,San Marcos,TX,78666,316,OWN and Manage
Greystar,Greystar Management,Baltimore,5 - Baltimore - South,"Frank, The",2500 Insulator Drive,Baltimore,MD,21230,420,OWN and Manage
Greystar,Greystar Management,Baltimore,10 - Baltimore - Brewers Hill,"Lucie, The",3850 Boston Street,Baltimore,MD,21224,500,OWN and Manage
Greystar,Greystar Management,Baltimore,42 - Owings Mills,Avana Red Run,4300 Flint Hill Drive,Owings Mills,MD,21117,520,OWN and Manage
Greystar,Greystar Management,Bay Area - East Bay,5 - Berkeley,Hillside Village,1801 Shattuck Avenue,Berkeley,CA,94709,94,OWN and Manage
Greystar,Greystar Management,Bay Area - East Bay,16 - Pleasanton,Avana Stoneridge,5505 Springhouse Drive,Pleasanton,CA,94588,353,OWN and Manage
Greystar,Greystar Management,Bay Area - South Bay,3 - South San Jose,Avana San Jose,995 Tully Road,San Jose,CA,95122,220,OWN and Manage
Greystar,Greystar Management,Bay Area - South Bay,4 - Far South San Jose,Avana Almaden,1070 Foxchase Drive,San Jose,CA,95123,396,OWN and Manage
Greystar,Greystar Management,Bay Area - South Bay,9 - West San Jose,Lynhaven,919 South Winchester Blvd,San Jose,CA,95128,636,OWN and Manage
Greystar,,Bay Area - South Bay,10 - Santa Clara,3905 Freedom Circle,3905 Freedom Circle,Santa Clara,CA,95054,100,OWN and Manage
Greystar,Greystar Management,Bay Area - South Bay,10 - Santa Clara,Passero,2230 Calle Del Mundo,Santa Clara,CA,95054,371,OWN and Manage
Greystar,Greystar Management,Bay Area - South Bay,12 - Sunnyvale,Avana Sunnyvale,355 North Wolfe Road,Sunnyvale,CA,94085,192,OWN and Manage
Greystar,Greystar Management,Bay Area - South Bay,12 - Sunnyvale,Savoy,1120 Kifer Road,Sunnyvale,CA,94086,520,OWN and Manage
Greystar,,Bay Area - South Bay,13 - Mountain View - Los Altos,749 West El Camino Real,749 West El Camino Real,Mountain View,CA,94040,299,OWN and Manage
Greystar,Greystar Management,Bay Area - South Bay,13 - Mountain View - Los Altos,Landsby,100 Aspen Way,Mountain View,CA,94040,632,OWN and Manage
Greystar,Greystar Management,Birmingham,6 - South Birmingham - Hoover - north,Overture Tributary,3171 Highway 280,Birmingham,AL,35243,173,OWN and Manage
Greystar,Greystar Management,Birmingham,26 - Tuscaloosa - central,Union on Frank,530 Frank Thomas Avenue,Tuscaloosa,AL,35401,238,OWN and Manage
Greystar,Greystar Management,Birmingham,26 - Tuscaloosa - central,Union Tuscaloosa,1214 Paul W Bryant Drive,Tuscaloosa,AL,35401,132,OWN and Manage
Greystar,Greystar Management,Boston,2 - North End - Charlestown,Zinc,22 Water Street,Cambridge,MA,2141,392,OWN and Manage
Greystar,Greystar Management,Boston,3 - South End,212 Stuart Street,212 Stuart Street,Boston,MA,2116,126,OWN and Manage
Greystar,Greystar Management,Boston,11 - East Boston - Chelsea,Anthem Everett,484 2nd Street,Everett,MA,2149,450,OWN and Manage
Greystar,Greystar Management,Boston,11 - East Boston - Chelsea,Jade,202 Mill Road,Everett,MA,2149,325,OWN and Manage
Greystar,Greystar Management,Boston,11 - East Boston - Chelsea,Juniper,201 Mill Road,Everett,MA,2149,416,OWN and Manage
Greystar,Greystar Management,Boston,11 - East Boston - Chelsea,Mason,101 Mill Road,Everett,MA,2149,330,OWN and Manage
Greystar,Greystar Management,Boston,11 - East Boston - Chelsea,Maxwell,102 Mill Road,Everett,MA,2149,384,OWN and Manage
Greystar,Greystar Management,Boston,11 - East Boston - Chelsea,Ocean 650,650 Ocean Avenue,Revere,MA,2151,230,OWN and Manage
Greystar,Greystar Management,Boston,16 - Malden,Avana Cliffside,500 Broadway,Malden,MA,2148,295,OWN and Manage
Greystar,Greystar Management,Boston,16 - Malden,"Washingtons, The",2 Washington Street,Melrose,MA,2176,182,OWN and Manage
Greystar,Greystar Management,Boston,18 - Reading,Everly,14 Audubon Road,Wakefield,MA,1880,186,OWN and Manage
Greystar,,Boston,20 - Lakeview,Totten Pond,375 Totten Pond Road,Waltham,MA,2451,300,OWN and Manage
Greystar,Greystar Management,Boston,21 - Waltham,Elan Union Market,130 Arsenal Street,Watertown,MA,2472,282,OWN and Manage
Greystar,Greystar Management,Boston,22 - Newton,110 West Street,110 West Street,Needham,MA,2494,189,OWN and Manage
Greystar,Greystar Management,Boston,28 - Weymouth,Avana Weymouth,190 Mediterranean Drive,Weymouth,MA,2188,418,OWN and Manage
Greystar,Greystar Management,Boston,40 - Marlborough,Avana Marlborough,20 Applebriar Lane,Marlborough,MA,1752,164,OWN and Manage
Greystar,Greystar Management,Boston,40 - Marlborough,"Retreat at Marlborough, The",21 Austen Way,Marlborough,MA,1752,274,OWN and Manage
Greystar,Greystar Management,Boston,40 - Marlborough,Stone Gate,65 Silver Leaf Way,Marlborough,MA,1752,332,OWN and Manage
Greystar,Greystar Management,Boston,41 - Framingham,Avenu at Natick,3 Superior Drive,Natick,MA,1760,164,OWN and Manage
Greystar,Greystar Management,Boston,43 - Marshfield - Pembroke,Pembroke Woods,1100 Pembroke Woods Drive,Pembroke,MA,2359,240,OWN and Manage
Greystar,Greystar Management,Bridgeport - New Haven,45 - Storrs - Willington,"Oaks on the Square, The",12 Royce Circle,Storrs,CT,6268,618,OWN and Manage
Greystar,Greystar Management,Central Coast,2 - Goleta,Breakpointe & Coronado,6672 Abrego Road,Isla Vista,CA,93117,137,OWN and Manage
Greystar,Greystar Management,Charleston,1 - Charleston - Downtown,Courier Square,635 King Street,Charleston,SC,29403,300,OWN and Manage
Greystar,Greystar Management,Charleston,1 - Charleston - Downtown,"Guild, The",128 Columbus Street,Charleston,SC,29403,226,OWN and Manage
Greystar,Greystar Management,Charleston,2 - Charleston - James Island,Overture West Ashley,45 Coburg Road,Charleston,SC,29407,198,OWN and Manage
Greystar,Greystar Management,Charleston,5 - North Charleston,Asher,3812 West Montague Avenue,North Charleston,SC,29418,336,OWN and Manage
Greystar,Greystar Management,Charleston,8 - Charleston - Daniel Island,Overture Daniel Island,7770 Farr Street,Charleston,SC,29492,197,OWN and Manage
Greystar,Greystar Management,Charleston,9 - Mount Pleasant,Avana Long Point,100 Eighty Oak Avenue,Mount Pleasant,SC,29464,360,OWN and Manage
Greystar,Greystar Management,Charleston,11 - Summerville,Avana Oakbrook,325 Midland Pkwy,Summerville,SC,29485,280,OWN and Manage
Greystar,Greystar Management,Charleston,12 - Ladson,Marlowe Summerville,1000 Marlowe Vista Place,Summerville,SC,29486,278,OWN and Manage
Greystar,Greystar Management,Charleston,13 - Berkeley,Berkeley Homes,121 Marigny Street,Moncks Corner,SC,29461,114,OWN and Manage
Greystar,Greystar Management,Charlotte,5 - Cotswold,Overture Cotswold,4830 Randolph Road,Charlotte,NC,28211,158,OWN and Manage
Greystar,Greystar Management,Charlotte,6 - Myers Park,Kingston South End,124 East Kingston Avenue,Charlotte,NC,28203,324,OWN and Manage
Greystar,Greystar Management,Charlotte,13 - Colonial Village - Montclaire,Elan LoSo,4612 Gilead Street,Charlotte,NC,28217,380,OWN and Manage
Greystar,,Charlotte,15 - Northwest Charlotte,6301 Tuckaseegee Road,6301 Tuckaseegee Road,Charlotte,NC,28214,306,OWN and Manage
Greystar,Greystar Management,Charlotte,17 - North Charlotte,Album Huntersville,6930 Prosperity Church Road,Huntersville,NC,28078,168,OWN and Manage
Greystar,,Charlotte,17 - North Charlotte,Axis at the Park Phase II,5200 Oxford Pond Drive,Charlotte,NC,28262,338,OWN and Manage
Greystar,,Charlotte,17 - North Charlotte,Birchway Eastfield Station,6108 Hucks Road,Charlotte,NC,28269,512,OWN and Manage
Greystar,Greystar Management,Charlotte,17 - North Charlotte,Elan Prosperity Village,2020 Winters Eve Drive,Charlotte,NC,28269,300,OWN and Manage
Greystar,Greystar Management,Charlotte,19 - Hidden Valley - Oak Forest,Avana Avebury,2410 Allerton Way,Charlotte,NC,28213,348,OWN and Manage
Greystar,Greystar Management,Charlotte,21 - Matthews,Avana Matthews,2808 Cross Point Circle,Matthews,NC,28105,420,OWN and Manage
Greystar,Greystar Management,Charlotte,21 - Matthews,Avana Reserve,1315 Cameron Matthews Drive,Matthews,NC,28105,212,OWN and Manage
Greystar,Greystar Management,Charlotte,24 - Southwest Charlotte,Avana Creekside,13301 Crescent Springs Drive,Charlotte,NC,28273,264,OWN and Manage
Greystar,Greystar Management,Charlotte,24 - Southwest Charlotte,"Avant at Steele Creek, The",13212 Winter Hazel Road,Charlotte,NC,28278,456,OWN and Manage
Greystar,,Charlotte,25 - Belmont,Sam Wilson Road,8501 Wilkinson Blvd,Charlotte,NC,28214,378,OWN and Manage
Greystar,Greystar Management,Charlotte,32 - Ballantyne - Providence,Laurent,10500 Midway Park Drive,Charlotte,NC,28277,305,OWN and Manage
Greystar,Greystar Management,Charlotte,32 - Ballantyne - Providence,Overture Providence,6805 Walnut Branch Lane,Charlotte,NC,28277,175,OWN and Manage
Greystar,Greystar Management,Charlotte,43 - Mooresville,Avana Lake Norman,123 Waterlynn Ridge Road,Mooresville,NC,28117,312,OWN and Manage
Greystar,Greystar Management,Charlotte,43 - Mooresville,Avana Landing,175 Carriage Club Drive,Mooresville,NC,28117,268,OWN and Manage
Greystar,Greystar Management,Chicago - Suburban,10 - Mundelein,Everleigh Vernon Hills,555 Lakeview Pkwy,Vernon Hills,IL,60061,187,OWN and Manage
Greystar,Greystar Management,Chicago - Suburban,26 - Lombard,Elan Yorktown,50 Yorktown Shopping Center,Lombard,IL,60148,295,OWN and Manage
Greystar,Greystar Management,Chicago - Suburban,26 - Lombard,Overture Yorktown,55 Yorktown Shopping Center,Lombard,IL,60148,175,OWN and Manage
Greystar,Greystar Management,Chicago - Suburban,31 - Naperville - west,Everleigh Naperville,504 Commons Road,Naperville,IL,60563,146,OWN and Manage
Greystar,Greystar Management,Chicago - Urban,10 - Near South Side,1401 South State,1401 South State Street,Chicago,IL,60605,278,OWN and Manage
Greystar,Greystar Management,Chicago - Urban,30 - Near West Side,One Six Six,166 North Aberdeen Street,Chicago,IL,60607,224,OWN and Manage
Greystar,Greystar Management,Colorado Springs,5 - Northgate/Flying Horse,Talon Hill Apartment Homes,1640 Peregrine Vista Heights,Colorado Springs,CO,80921,276,OWN and Manage
Greystar,Greystar Management,Colorado Springs,13 - Knob Hill/Hillside,Fiona,400 East Pikes Peak Avenue,Colorado Springs,CO,80903,321,OWN and Manage
Greystar,Greystar Management,Colorado Springs,19 - Ivywild/Stratton Meadows/Lower Skyway,Dorian,626 South Wahsatch Avenue,Colorado Springs,CO,80903,207,OWN and Manage
Greystar,Greystar Management,Colorado Springs,19 - Ivywild/Stratton Meadows/Lower Skyway,Ensley,505 South Weber Street,Colorado Springs,CO,80903,277,OWN and Manage
Greystar,Greystar Management,Columbus GA,20 - Auburn,Accolade Auburn,345 South College Street,Auburn,AL,36830,423,OWN and Manage
Greystar,Greystar Management,Cornell University,1 - Cornell University,Maplewood,121 Veterans Place,Ithaca,NY,14850,444,OWN and Manage
Greystar,,Cornell University,1 - Cornell University,Maplewood Phase II,121 Veterans Place,Ithaca,NY,14850,615,OWN and Manage
Greystar,STYL Residential,Dallas - North,2 - Dallas - Uptown,"Arcadian in Victory Park, The",3333 Harry Hines Blvd,Dallas,TX,75201,365,OWN and Manage
Greystar,Greystar Management,Dallas - North,2 - Dallas - Uptown,Ascent Victory Park,2588 North Houston Street,Dallas,TX,75219,302,OWN and Manage
Greystar,Greystar Management,Dallas - North,3 - Dallas - Old East,Oak & Ellum,2627 Live Oak Street,Dallas,TX,75204,424,OWN and Manage
Greystar,Greystar Management,Dallas - North,9 - Dallas - University Park,Renaissance at Preston Hollow,8600 Thackery Street,Dallas,TX,75225,291,OWN and Manage
Greystar,Greystar Management,Dallas - North,15 - Dallas - Preston,Elan Inwood,12001 Inwood Road,Dallas,TX,75244,180,OWN and Manage
Greystar,Greystar Management,Dallas - North,15 - Dallas - Preston,Everleigh Forestwood,11881 Inwood Road,Dallas,TX,75244,190,OWN and Manage
Greystar,Greystar Management,Dallas - North,18 - Addison - Farmers Branch,Allegro Addison Circle,15750 Spectrum Drive,Addison,TX,75001,393,OWN and Manage
Greystar,Greystar Management,Dallas - North,29 - Frisco,Overture Frisco,4140 Legendary Drive,Frisco,TX,75034,162,OWN and Manage
Greystar,Greystar Management,Dallas - North,32 - Allen,Overture Fairview,220 Convention Drive,Fairview,TX,75069,195,OWN and Manage
Greystar,Greystar Management,Dallas - North,40 - Sherman,Birchway Sherman,601 Graham Drive,Sherman,TX,75092,340,OWN and Manage
Greystar,Greystar Management,Dallas - Suburban,28 - Corinth,Marlowe Corinth Groves,3251 Lake Sharon Drive,Corinth,TX,76210,382,OWN and Manage
Greystar,Greystar Management,Dallas - Suburban,29 - Flower Mound,Overture Flower Mound,2771 Lakeside Pkwy,Flower Mound,TX,75022,200,OWN and Manage
Greystar,Greystar Management,Dallas - Suburban,33 - Denton - South,Birchway Denton,1710 Northstar Road,Denton,TX,76208,336,OWN and Manage
Greystar,Greystar Management,Dallas - Suburban,33 - Denton - South,Marlowe Denton,1735 Northstar Road,Denton,TX,76208,521,OWN and Manage
Greystar,,Dallas - Suburban,35 - Sanger,Birchway,West Chapman Drive and Keith Drive,Sanger,TX,76266,306,OWN and Manage
Greystar,,Dallas - Suburban,35 - Sanger,Birchway Phase II,West Chapman Drive & Keith Drive,Sanger,TX,76266,306,OWN and Manage
Greystar,Greystar Management,Dallas - Suburban,43 - Forney,Summerwell Wildcat Ranch,2204 Boiling Springs Road,Crandall,TX,75114,176,OWN and Manage
Greystar,Greystar Management,Denver,1 - Denver - Downtown,"Fitzgerald, The",1840 Market Street,Denver,CO,80202,282,OWN and Manage
Greystar,Greystar Management,Denver,1 - Denver - Downtown,Mercer Union Station,2059 19th Street,Denver,CO,80202,232,OWN and Manage
Greystar,Greystar Management,Denver,2 - Denver - Five Points - Uptown,"Dorsey, The",600 Park Avenue West,Denver,CO,80205,230,OWN and Manage
Greystar,Greystar Management,Denver,4 - Denver - Central,Parq on Speer,909 Bannock Street,Denver,CO,80204,302,OWN and Manage
Greystar,Greystar Management,Denver,4 - Denver - Central,"Parson, The",990 Cherokee Street,Denver,CO,80204,309,OWN and Manage
Greystar,Greystar Management,Denver,5 - Denver - City Park - Cherry Creek,Overture 9th + Co,4205 East 10th Avenue,Denver,CO,80220,207,OWN and Manage
Greystar,Greystar Management,Denver,10 - Denver - East,Avia Lowry,9649 East 5th Avenue,Denver,CO,80230,150,OWN and Manage
Greystar,Greystar Management,Denver,12 - Denver - Northeast,Everleigh Central Park,2980 North Syracuse Street,Denver,CO,80238,150,OWN and Manage
Greystar,Greystar Management,Denver,12 - Denver - Northeast,Overture Central Park,8133 East 29th Place,Denver,CO,80238,108,OWN and Manage
Greystar,,Denver,13 - Denver - Airport,EXO,18503 East 57th Avenue,Denver,CO,80249,237,OWN and Manage
Greystar,Greystar Management,Denver,19 - Centennial - East,Dove Valley,7550 South Blackhawk Street,Englewood,CO,80112,312,OWN and Manage
Greystar,Greystar Management,Denver,22 - Lakewood - East,Avana Belmar,7301 West Ohio Avenue,Lakewood,CO,80226,512,OWN and Manage
Greystar,,Denver,28 - Castle Rock,"Album, The",Cross Canyon Trail & Saddlesmith Street,Castle Pines,CO,80108,164,OWN and Manage
Greystar,Greystar Management,Denver,33 - Thornton,Avana Eastlake,2801 East 120th Avenue,Thornton,CO,80233,336,OWN and Manage
Greystar,Greystar Management,Denver,33 - Thornton,Avana Thornton Station,2525 East 104th Avenue,Thornton,CO,80233,480,OWN and Manage
Greystar,Greystar Management,Denver,36 - Boulder,Union 9Seventy,970 28th Street,Boulder,CO,80303,138,OWN and Manage
Greystar,Greystar Management,Denver,36 - Boulder,Union Baseline,2726 Moorhead Avenue,Boulder,CO,80305,144,OWN and Manage
Greystar,Greystar Management,Denver,38 - Brighton,Thayne Brighton,305 North 42nd Avenue,Brighton,CO,80601,288,OWN and Manage
Greystar,Greystar Management,Denver,40 - Fort Collins - Central,Union on Alley,1201 West Plum Street,Fort Collins,CO,80521,79,OWN and Manage
Greystar,Greystar Management,Denver,40 - Fort Collins - Central,Union on Elizabeth,1208 West Elizabeth Street,Fort Collins,CO,80521,107,OWN and Manage
Greystar,Greystar Management,Denver,40 - Fort Collins - Central,Union on Plum,1323 West Plum Street,Fort Collins,CO,80521,62,OWN and Manage
Greystar,Bekk,Eugene,1 - Eugene - Downtown,Union on Broadway,480 East Broadway,Eugene,OR,97401,357,OWN and Manage
Greystar,Greystar Management,Fort Lauderdale,1 - Fort Lauderdale - Central,Laureat,790 East Broward Blvd,Fort Lauderdale,FL,33301,329,OWN and Manage
Greystar,Greystar Management,Fort Lauderdale,14 - Coral Springs - North,Avana Coral Springs,3600 Terrapin Lane,Coral Springs,FL,33067,348,OWN and Manage
Greystar,,Fort Lauderdale,18 - Sunrise,"Marlowe, The",8250 West Oakland Park Blvd,Sunrise,FL,33351,270,OWN and Manage
Greystar,,Fort Worth,4 - Fort Worth - Central North,Birchway Marine Creek,4710 Old Decatur Road,Fort Worth,TX,76106,300,OWN and Manage
Greystar,Greystar Management,Fort Worth,10 - Fort Worth - Trinity River,Avana River Park,3450 River Park Drive,Fort Worth,TX,76116,248,OWN and Manage
Greystar,Greystar Management,Fort Worth,12 - Fort Worth - Westover Hills,Overture Ridgmar,6755 Ridgmar Blvd,Fort Worth,TX,76116,102,OWN and Manage
Greystar,Greystar Management,Fort Worth,16 - Fort Worth - Westland,Album Benbrook,8601 Cook Ranch Road,Benbrook,TX,76126,179,OWN and Manage
Greystar,Greystar Management,Fort Worth,18 - Fort Worth - Northwest,Marlowe Wellington,12424 Brunal Drive,Fort Worth,TX,76052,594,OWN and Manage
Greystar,,Fort Worth,18 - Fort Worth - Northwest,Marlowe Wellington Phase II,12424 Brunal Drive,Fort Worth,TX,76052,120,OWN and Manage
Greystar,,Fort Worth,18 - Fort Worth - Northwest,Quarry Falls,4800 Old Decatur Road,Fort Worth,TX,76106,728,OWN and Manage
Greystar,Greystar Management,Fort Worth,19 - Fort Worth - Northeast,Album Keller Ranch,5640 Keller Ranch Road,Fort Worth,TX,76244,180,OWN and Manage
Greystar,Greystar Management,Fort Worth,30 - Euless,Harlowe,2525 Highway 360,Euless,TX,76039,486,OWN and Manage
Greystar,Greystar Management,Fort Worth,31 - Grapevine,"Preserve, The",101 East Glade Road,Grapevine,TX,76051,399,OWN and Manage
Greystar,Greystar Management,Fort Worth,32 - Keller,"Lyric, The",1400 North Main Street,Keller,TX,76248,475,OWN and Manage
Greystar,Greystar Management,Fort Worth,37 - Arlington - South,Overture Highlands,250 West Arbrook Blvd,Arlington,TX,76014,167,OWN and Manage
Greystar,Greystar Management,Fort Worth,40 - Mansfield,Album Mansfield,1350 FM 157,Mansfield,TX,76063,190,OWN and Manage
Greystar,Greystar Management,Fort Worth,44 - Weatherford,Birchway Hudson Oaks,150 Inspiration Drive,Hudson Oaks,TX,76087,332,OWN and Manage
Greystar,Greystar Management,Greenville,13 - Mauldin,Overture Greenville,52 Market Point Drive,Greenville,SC,29607,189,OWN and Manage
Greystar,Greystar Management,Greenville,18 - Greer,Avana Thornblade,100 Mary Rose Lane,Greer,SC,29650,293,OWN and Manage
Greystar,Greystar Management,Harrisburg,18 - Elizabethtown - Mount Joy,"Henry at Klein Mills, The",2 South Conifer Drive,Elizabethtown,PA,17022,280,OWN and Manage
Greystar,Greystar Management,Houston - East,4 - Cloverleaf,Pines of Woodforest,90 Uvalde Road,Houston,TX,77015,266,OWN and Manage
Greystar,Greystar Management,Houston - East,8 - William P Hobby Airport,Bellfort,7950 Bellfort,Houston,TX,77061,552,OWN and Manage
Greystar,Greystar Management,Houston - East,8 - William P Hobby Airport,Sabo Village,10701 Sabo Road,Houston,TX,77089,320,OWN and Manage
Greystar,Greystar Management,Houston - East,12 - Nassau Bay/Seabrook,"Caroline, The",1235 East Nasa Pkwy,Houston,TX,77058,351,OWN and Manage
Greystar,Greystar Management,Houston - East,12 - Nassau Bay/Seabrook,Las Palmas,1400 El Camino Village Drive,Houston,TX,77058,360,OWN and Manage
Greystar,Greystar Management,Houston - East,12 - Nassau Bay/Seabrook,"Park at Armand Bayou, The",4300 Bay Area Blvd,Houston,TX,77058,401,OWN and Manage
Greystar,Greystar Management,Houston - East,12 - Nassau Bay/Seabrook,Village on the Lake,19200 Space Center Blvd,Houston,TX,77058,612,OWN and Manage
